,"Aston Hill",,,,"Mold",,,,"Wrexham",,,,,,,,,
Date,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status
2002-06-16,No data,,No data,,No data,,No data,,10,V ugm-3,19,V ugm-3,2,V ugm-3,0.38,V mgm-3,No data
2002-06-17,No data,,No data,,No data,,No data,,12,V ugm-3,22,V ugm-3,1,V ugm-3,0.25,V mgm-3,No data
2002-06-18,No data,,No data,,No data,,No data,,8,V ugm-3,15,V ugm-3,2,V ugm-3,0.24,V mgm-3,No data
2002-06-19,No data,,No data,,No data,,No data,,15,V ugm-3,24,V ugm-3,4,V ugm-3,0.35,V mgm-3,No data
2002-06-20,No data,,No data,,No data,,No data,,15,V ugm-3,26,V ugm-3,3,V ugm-3,0.32,V mgm-3,No data
2002-06-21,No data,,No data,,No data,,No data,,24,V ugm-3,52,V ugm-3,3,V ugm-3,0.57,V mgm-3,No data
2002-06-22,No data,,No data,,No data,,No data,,4,V ugm-3,7,V ugm-3,2,V ugm-3,0.15,V mgm-3,No data
2002-06-23,No data,,No data,,No data,,No data,,1,V ugm-3,1,V ugm-3,1,V ugm-3,0.11,V mgm-3,No data
2002-06-24,No data,,No data,,No data,,No data,,3,V ugm-3,4,V ugm-3,0,V ugm-3,0.13,V mgm-3,No data
2002-06-25,No data,,No data,,No data,,No data,,11,V ugm-3,18,V ugm-3,3,V ugm-3,0.29,V mgm-3,No data
2002-06-26,No data,,No data,,No data,,No data,,4,V ugm-3,6,V ugm-3,2,V ugm-3,0.2,V mgm-3,No data
2002-06-27,No data,,No data,,No data,,No data,,6,V ugm-3,10,V ugm-3,2,V ugm-3,0.2,V mgm-3,No data
2002-06-28,No data,,No data,,No data,,No data,,9,V ugm-3,14,V ugm-3,2,V ugm-3,0.22,V mgm-3,No data
2002-06-29,No data,,No data,,No data,,No data,,2,V ugm-3,3,V ugm-3,2,V ugm-3,0.14,V mgm-3,No data
2002-06-30,No data,,No data,,No data,,No data,,3,V ugm-3,6,V ugm-3,3,V ugm-3,0.13,V mgm-3,No data
2002-07-01,No data,,No data,,No data,,No data,,7,V ugm-3,12,V ugm-3,No data,V ugm-3,0.14,V mgm-3,No data
2002-07-02,No data,,No data,,No data,,No data,,6,V ugm-3,8,V ugm-3,No data,V ugm-3,0.15,V mgm-3,No data
2002-07-03,No data,,No data,,No data,,No data,,9,V ugm-3,14,V ugm-3,No data,V ugm-3,0.19,V mgm-3,No data
2002-07-04,No data,,No data,,No data,,No data,,11,V ugm-3,21,V ugm-3,No data,V ugm-3,0.25,V mgm-3,No data
2002-07-05,No data,,No data,,No data,,No data,,36,V ugm-3,81,V ugm-3,5,V ugm-3,0.75,V mgm-3,No data
2002-07-06,No data,,No data,,No data,,No data,,16,V ugm-3,29,V ugm-3,No data,V ugm-3,0.26,V mgm-3,No data
2002-07-07,No data,,No data,,No data,,No data,,9,V ugm-3,16,V ugm-3,No data,V ugm-3,0.22,V mgm-3,No data
2002-07-08,No data,,No data,,No data,,No data,,7,V ugm-3,13,V ugm-3,No data,V ugm-3,0.18,V mgm-3,No data
2002-07-09,No data,,No data,,No data,,No data,,25,V ugm-3,50,V ugm-3,3,V ugm-3,0.42,V mgm-3,No data
2002-07-10,No data,,No data,,No data,,No data,,9,V ugm-3,18,V ugm-3,0,V ugm-3,0.2,V mgm-3,No data
2002-07-11,No data,,No data,,No data,,No data,,16,V ugm-3,33,V ugm-3,1,V ugm-3,0.32,V mgm-3,No data
2002-07-12,No data,,No data,,No data,,No data,,28,V ugm-3,57,V ugm-3,2,V ugm-3,0.49,V mgm-3,No data
2002-07-13,No data,,No data,,No data,,No data,,24,V ugm-3,42,V ugm-3,3,V ugm-3,0.34,V mgm-3,No data
2002-07-14,No data,,No data,,No data,,No data,,17,V ugm-3,26,V ugm-3,2,V ugm-3,0.29,V mgm-3,No data
2002-07-15,No data,,No data,,No data,,No data,,22,V ugm-3,44,V ugm-3,2,V ugm-3,0.41,V mgm-3,No data
2002-07-16,No data,,No data,,No data,,No data,,14,V ugm-3,24,V ugm-3,No data,V ugm-3,0.23,V mgm-3,No data
2002-07-17,No data,,No data,,No data,,No data,,9,V ugm-3,14,V ugm-3,No data,V ugm-3,0.16,V mgm-3,No data
2002-07-18,No data,,No data,,No data,,No data,,28,V ugm-3,48,V ugm-3,No data,V ugm-3,0.5,V mgm-3,No data
