,"ACKWORTH 1",,,,"BARNSLEY 12",,,,"Barnsley 12",,"BARNSLEY 12",,,,"BARNSLEY 13",,,,"BARNSLEY 8",,,,"Barnsley Gawber",,,,,,,,"Bradford 6",,,,,,,,"Bradford Centre",,,,,,,,,,,,"BRAMPTON 1",,,,"CASTLEFORD 11",,,,"CUDWORTH 2",,,,"DEWSBURY 12",,,,"DINNINGTON 4",,,,"ELLAND 2",,,,"FEATHERSTONE 1",,,,"GOLDTHORPE 1",,,,"GRIMETHORPE 2",,,
Date,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Black smoke",Status,"Black Carbon (880nm)",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status,"Sulphur dioxide",Status,"Black smoke",Status
2001-02-02,No data,,No data,,No data,,16,V ugm-3,No data,,No data,,No data,,No data,,No data,,52,V ugm-3,87,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data,,60,V ugm-3,178,V ugm-3,9,V ugm-3,1.1,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2001-02-03,No data,,No data,,No data,,13,V ugm-3,No data,,No data,,No data,,No data,,No data,,25,V ugm-3,36,V ugm-3,9,V ugm-3,No data,,No data,,No data,,No data,,No data,,51,V ugm-3,98,V ugm-3,4,V ugm-3,0.61,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2001-02-04,No data,,No data,,No data,,11,V ugm-3,No data,,No data,,No data,,No data,,No data,,26,V ugm-3,43,V ugm-3,17,V ugm-3,No data,,No data,,No data,,No data,,No data,,33,V ugm-3,55,V ugm-3,15,V ugm-3,0.43,V mgm-3,7,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2001-02-05,No data,,No data,,No data,,41,V ugm-3,No data,,No data,,No data,,No data,,No data,,38,V ugm-3,166,V ugm-3,28,V ugm-3,No data,,No data,,No data,,No data,,No data,,49,V ugm-3,200,V ugm-3,20,V ugm-3,1.4,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2001-02-06,No data,,No data,,No data,,13,V ugm-3,No data,,No data,,No data,,No data,,No data,,25,V ugm-3,33,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data,,41,V ugm-3,68,V ugm-3,11,V ugm-3,0.35,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2001-02-07,No data,,No data,,No data,,12,V ugm-3,No data,,No data,,No data,,No data,,No data,,33,V ugm-3,48,V ugm-3,7,V ugm-3,No data,,No data,,No data,,No data,,No data,,50,V ugm-3,73,V ugm-3,10,V ugm-3,0.47,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2001-02-08,No data,,No data,,No data,,19,V ugm-3,No data,,No data,,No data,,No data,,No data,,33,V ugm-3,53,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data,,69,V ugm-3,128,V ugm-3,10,V ugm-3,0.89,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2001-02-09,No data,,No data,,No data,,31,V ugm-3,No data,,No data,,No data,,No data,,No data,,38,V ugm-3,112,V ugm-3,22,V ugm-3,No data,,No data,,No data,,No data,,No data,,109,V ugm-3,252,V ugm-3,16,V ugm-3,1.4,V mgm-3,49,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2001-02-10,No data,,No data,,No data,,37,V ugm-3,No data,,No data,,No data,,No data,,No data,,47,V ugm-3,72,V ugm-3,20,V ugm-3,No data,,No data,,No data,,No data,,No data,,54,V ugm-3,74,V ugm-3,10,V ugm-3,0.38,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
2001-02-11,No data,,No data,,No data,,8,V ugm-3,No data,,No data,,No data,,No data,,No data,,32,V ugm-3,42,V ugm-3,7,V ugm-3,No data,,No data,,No data,,No data,,No data,,31,V ugm-3,41,V ugm-3,9,V ugm-3,0.21,V mgm-3,5,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data,,No data
